Sale-Key,City-Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key
215697,108137,0,0,203,3/31/2016,4/1/2016,158,66616,DBA joke mug - mind if I join you? (Black),Each,8,13,15,104,15.6,68,119.6,8,0,11
217663,72709,0,0,186,4/11/2016,4/12/2016,165,67233,Developer joke mug - fun was unexpected at this time (White),Each,8,13,15,104,15.6,68,119.6,8,0,11
218438,112063,0,0,188,4/14/2016,4/15/2016,152,67477,Developer joke mug - that's a hardware problem (White),Each,8,13,15,104,15.6,68,119.6,8,0,11
220422,112063,0,0,187,4/23/2016,4/24/2016,19,68102,Developer joke mug - that's a hardware problem (Black),Each,8,13,15,104,15.6,68,119.6,8,0,11
221203,112229,0,0,181,4/28/2016,4/29/2016,171,68351,Developer joke mug - inheritance is the OO way to become wealthy (Black),Each,8,13,15,104,15.6,68,119.6,8,0,11
222773,108770,0,0,183,5/5/2016,5/6/2016,168,68825,Developer joke mug - when your hammer is C++ (Black),Each,8,13,15,104,15.6,68,119.6,8,0,11
223128,107558,0,0,199,5/6/2016,5/7/2016,165,68935,DBA joke mug - you might be a DBA if (Black),Each,8,13,15,104,15.6,68,119.6,8,0,11
223517,112381,0,0,172,5/9/2016,5/10/2016,161,69055,Developer joke mug - this code was generated by a tool (White),Each,8,13,15,104,15.6,68,119.6,8,0,11
225226,72125,0,0,186,5/17/2016,5/18/2016,165,69576,Developer joke mug - fun was unexpected at this time (White),Each,8,13,15,104,15.6,68,119.6,8,0,11
226673,72761,0,0,173,5/24/2016,5/25/2016,168,70018,Developer joke mug - a foo walks into a bar (Black),Each,8,13,15,104,15.6,68,119.6,8,0,11
227899,72894,0,0,174,5/30/2016,5/31/2016,168,70404,Developer joke mug - a foo walks into a bar (White),Each,8,13,15,104,15.6,68,119.6,8,0,11
200896,107721,0,0,189,1/9/2016,1/10/2016,143,61969,Developer joke mug - Oct 31 = Dec 25 (Black),Each,10,13,15,130,19.5,85,149.5,10,0,11
202406,72709,0,0,170,1/18/2016,1/19/2016,129,62434,Developer joke mug - old C developers never die (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
204024,112063,0,0,176,1/27/2016,1/28/2016,150,62954,Developer joke mug - there are 10 types of people in the world (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
204545,112167,0,0,174,1/29/2016,1/30/2016,150,63111,Developer joke mug - a foo walks into a bar (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
205768,112167,0,0,166,2/6/2016,2/7/2016,129,63499,IT joke mug - that behavior is by design (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
213936,109634,0,0,199,3/22/2016,3/23/2016,168,66075,DBA joke mug - you might be a DBA if (Black),Each,10,13,15,130,19.5,85,149.5,10,0,11
213747,109634,0,0,202,3/22/2016,3/23/2016,168,66019,DBA joke mug - daaaaaa-ta (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
214201,112167,0,0,201,3/23/2016,3/24/2016,170,66151,DBA joke mug - daaaaaa-ta (Black),Each,10,13,15,130,19.5,85,149.5,10,0,11
214270,111993,0,0,170,3/23/2016,3/24/2016,152,66171,Developer joke mug - old C developers never die (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
215953,112897,0,0,181,3/31/2016,4/1/2016,170,66695,Developer joke mug - inheritance is the OO way to become wealthy (Black),Each,10,13,15,130,19.5,85,149.5,10,0,11
216707,112063,0,0,185,4/6/2016,4/7/2016,152,66934,Developer joke mug - fun was unexpected at this time (Black),Each,10,13,15,130,19.5,85,149.5,10,0,11
222218,108137,0,0,169,5/3/2016,5/4/2016,152,68659,Developer joke mug - old C developers never die (Black),Each,10,13,15,130,19.5,85,149.5,10,0,11
226100,108294,0,0,204,5/20/2016,5/21/2016,170,69836,DBA joke mug - mind if I join you? (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
227346,72610,0,0,166,5/27/2016,5/28/2016,174,70228,IT joke mug - that behavior is by design (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
227839,111993,0,0,177,5/30/2016,5/31/2016,165,70385,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,10,13,15,130,19.5,85,149.5,10,0,11
227841,111993,0,0,190,5/30/2016,5/31/2016,165,70385,Developer joke mug - Oct 31 = Dec 25 (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
199237,108881,0,0,183,1/4/2016,1/5/2016,150,61453,Developer joke mug - when your hammer is C++ (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
200447,112229,0,0,163,1/7/2016,1/8/2016,158,61829,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
201482,72894,0,0,198,1/13/2016,1/14/2016,129,62150,DBA joke mug - it depends (White),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
203721,66176,0,0,189,1/26/2016,1/27/2016,129,62862,Developer joke mug - Oct 31 = Dec 25 (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
206889,108770,0,0,204,2/13/2016,2/14/2016,19,63859,DBA joke mug - mind if I join you? (White),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
207448,107623,0,0,173,2/17/2016,2/18/2016,151,64035,Developer joke mug - a foo walks into a bar (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
208438,72646,0,0,175,2/23/2016,2/24/2016,155,64349,Developer joke mug - there are 10 types of people in the world (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
208829,72894,0,0,180,2/24/2016,2/25/2016,158,64471,"Developer joke mug - (hip, hip, array) (White)",Each,9,13,15,117,17.55,76.5,134.55,9,0,11
208858,109634,0,0,192,2/24/2016,2/25/2016,163,64481,DBA joke mug - two types of DBAs (White),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
209703,112167,0,0,163,2/29/2016,3/1/2016,165,64752,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
210472,72894,0,0,192,3/2/2016,3/3/2016,150,64995,DBA joke mug - two types of DBAs (White),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
211495,72610,0,0,173,3/8/2016,3/9/2016,143,65317,Developer joke mug - a foo walks into a bar (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
212271,112229,0,0,187,3/14/2016,3/15/2016,19,65561,Developer joke mug - that's a hardware problem (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
219462,107607,0,0,182,4/19/2016,4/20/2016,172,67796,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
222891,108770,0,0,193,5/5/2016,5/6/2016,19,68860,DBA joke mug - SELECT caffeine FROM mug (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
225843,112330,0,0,184,5/19/2016,5/20/2016,168,69762,Developer joke mug - when your hammer is C++ (White),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
227570,108137,0,0,175,5/27/2016,5/28/2016,174,70297,Developer joke mug - there are 10 types of people in the world (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
199725,112897,0,0,166,1/6/2016,1/7/2016,151,61611,IT joke mug - that behavior is by design (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
199981,108881,0,0,178,1/6/2016,1/7/2016,152,61689,Developer joke mug - understanding recursion requires understanding recursion (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
200778,112229,0,0,178,1/9/2016,1/10/2016,129,61936,Developer joke mug - understanding recursion requires understanding recursion (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
202591,113033,0,0,183,1/19/2016,1/20/2016,129,62497,Developer joke mug - when your hammer is C++ (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
204068,72125,0,0,175,1/27/2016,1/28/2016,150,62967,Developer joke mug - there are 10 types of people in the world (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
205564,72709,0,0,204,2/4/2016,2/5/2016,129,63430,DBA joke mug - mind if I join you? (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
211762,112081,0,0,184,3/10/2016,3/11/2016,143,65403,Developer joke mug - when your hammer is C++ (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
212883,66176,0,0,184,3/17/2016,3/18/2016,165,65758,Developer joke mug - when your hammer is C++ (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
217290,72610,0,0,203,4/8/2016,4/9/2016,172,67115,DBA joke mug - mind if I join you? (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
217591,111992,0,0,175,4/11/2016,4/12/2016,170,67212,Developer joke mug - there are 10 types of people in the world (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
218220,108881,0,0,171,4/13/2016,4/14/2016,172,67415,Developer joke mug - this code was generated by a tool (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
218962,109634,0,0,194,4/16/2016,4/17/2016,161,67643,DBA joke mug - SELECT caffeine FROM mug (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
222008,112081,0,0,175,5/2/2016,5/3/2016,172,68597,Developer joke mug - there are 10 types of people in the world (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
223794,112167,0,0,172,5/10/2016,5/11/2016,168,69140,Developer joke mug - this code was generated by a tool (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
223927,107721,0,0,184,5/11/2016,5/12/2016,161,69182,Developer joke mug - when your hammer is C++ (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
226256,112394,0,0,169,5/20/2016,5/21/2016,161,69882,Developer joke mug - old C developers never die (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
226184,72610,0,0,197,5/20/2016,5/21/2016,171,69861,DBA joke mug - it depends (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
227552,112330,0,0,187,5/27/2016,5/28/2016,161,70292,Developer joke mug - that's a hardware problem (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
201029,115533,0,0,186,1/11/2016,1/12/2016,150,62012,Developer joke mug - fun was unexpected at this time (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
202408,72709,0,0,168,1/18/2016,1/19/2016,129,62434,IT joke mug - keyboard not found … press F1 to continue (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
202727,107607,0,0,203,1/20/2016,1/21/2016,161,62539,DBA joke mug - mind if I join you? (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
204183,108137,0,0,165,1/28/2016,1/29/2016,152,63003,IT joke mug - that behavior is by design (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
204301,72709,0,0,177,1/28/2016,1/29/2016,161,63037,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
206610,108137,0,0,191,2/12/2016,2/13/2016,161,63772,DBA joke mug - two types of DBAs (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
208066,112897,0,0,176,2/20/2016,2/21/2016,155,64226,Developer joke mug - there are 10 types of people in the world (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
210808,66176,0,0,168,3/3/2016,3/4/2016,152,65098,IT joke mug - keyboard not found … press F1 to continue (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
211013,108881,0,0,179,3/5/2016,3/6/2016,150,65165,"Developer joke mug - (hip, hip, array) (Black)",Each,2,13,15,26,3.9,17,29.9,2,0,11
211796,112063,0,0,190,3/10/2016,3/11/2016,155,65413,Developer joke mug - Oct 31 = Dec 25 (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
213639,109634,0,0,187,3/22/2016,3/23/2016,163,65989,Developer joke mug - that's a hardware problem (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
213745,109634,0,0,188,3/22/2016,3/23/2016,168,66019,Developer joke mug - that's a hardware problem (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
215967,112081,0,0,198,3/31/2016,4/1/2016,168,66699,DBA joke mug - it depends (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
217401,108294,0,0,200,4/8/2016,4/9/2016,158,67151,DBA joke mug - you might be a DBA if (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
217884,111993,0,0,178,4/12/2016,4/13/2016,171,67304,Developer joke mug - understanding recursion requires understanding recursion (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
218163,112167,0,0,189,4/13/2016,4/14/2016,165,67398,Developer joke mug - Oct 31 = Dec 25 (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
218437,112063,0,0,180,4/14/2016,4/15/2016,152,67477,"Developer joke mug - (hip, hip, array) (White)",Each,2,13,15,26,3.9,17,29.9,2,0,11
218964,109634,0,0,174,4/16/2016,4/17/2016,161,67643,Developer joke mug - a foo walks into a bar (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
218980,111993,0,0,172,4/16/2016,4/17/2016,165,67649,Developer joke mug - this code was generated by a tool (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
220153,111992,0,0,180,4/22/2016,4/23/2016,165,68023,"Developer joke mug - (hip, hip, array) (White)",Each,2,13,15,26,3.9,17,29.9,2,0,11
224004,72894,0,0,182,5/11/2016,5/12/2016,19,69205,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
224888,72610,0,0,173,5/14/2016,5/15/2016,170,69470,Developer joke mug - a foo walks into a bar (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
225547,72761,0,0,185,5/18/2016,5/19/2016,174,69674,Developer joke mug - fun was unexpected at this time (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
225845,112330,0,0,183,5/19/2016,5/20/2016,168,69762,Developer joke mug - when your hammer is C++ (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
199176,112381,0,0,181,1/4/2016,1/5/2016,158,61436,Developer joke mug - inheritance is the OO way to become wealthy (Black),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
199961,108294,0,0,177,1/6/2016,1/7/2016,163,61682,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
202474,107607,0,0,179,1/18/2016,1/19/2016,155,62456,"Developer joke mug - (hip, hip, array) (Black)",Each,1,13,15,13,1.95,8.5,14.95,1,0,11
202305,107558,0,0,171,1/18/2016,1/19/2016,161,62405,Developer joke mug - this code was generated by a tool (Black),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
202934,111993,0,0,168,1/21/2016,1/22/2016,143,62604,IT joke mug - keyboard not found … press F1 to continue (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
203917,107558,0,0,198,1/26/2016,1/27/2016,129,62920,DBA joke mug - it depends (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
204544,112167,0,0,194,1/29/2016,1/30/2016,150,63111,DBA joke mug - SELECT caffeine FROM mug (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
207396,112081,0,0,191,2/17/2016,2/18/2016,19,64019,DBA joke mug - two types of DBAs (Black),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
207674,72646,0,0,183,2/18/2016,2/19/2016,150,64104,Developer joke mug - when your hammer is C++ (Black),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
211011,108881,0,0,199,3/5/2016,3/6/2016,150,65165,DBA joke mug - you might be a DBA if (Black),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
211558,109634,0,0,169,3/9/2016,3/10/2016,151,65340,Developer joke mug - old C developers never die (Black),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
211806,112381,0,0,190,3/10/2016,3/11/2016,167,65416,Developer joke mug - Oct 31 = Dec 25 (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
213287,72894,0,0,202,3/21/2016,3/22/2016,170,65882,DBA joke mug - daaaaaa-ta (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
217351,113033,0,0,178,4/8/2016,4/9/2016,165,67135,Developer joke mug - understanding recursion requires understanding recursion (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
223966,107607,0,0,193,5/11/2016,5/12/2016,19,69194,DBA joke mug - SELECT caffeine FROM mug (Black),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
226910,115533,0,0,184,5/25/2016,5/26/2016,170,70094,Developer joke mug - when your hammer is C++ (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
203112,72761,0,0,199,1/22/2016,1/23/2016,152,62662,DBA joke mug - you might be a DBA if (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
204868,112381,0,0,166,2/1/2016,2/2/2016,163,63209,IT joke mug - that behavior is by design (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
205769,112167,0,0,187,2/6/2016,2/7/2016,129,63499,Developer joke mug - that's a hardware problem (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
208459,113033,0,0,163,2/23/2016,2/24/2016,163,64355,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
209371,72894,0,0,175,2/26/2016,2/27/2016,165,64651,Developer joke mug - there are 10 types of people in the world (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
210474,72894,0,0,188,3/2/2016,3/3/2016,150,64995,Developer joke mug - that's a hardware problem (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
212013,108294,0,0,196,3/11/2016,3/12/2016,168,65483,DBA joke mug - I will get you in order (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
212328,108770,0,0,187,3/14/2016,3/15/2016,155,65577,Developer joke mug - that's a hardware problem (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
213251,112167,0,0,195,3/21/2016,3/22/2016,19,65872,DBA joke mug - I will get you in order (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
213462,108137,0,0,165,3/21/2016,3/22/2016,170,65933,IT joke mug - that behavior is by design (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
213676,72894,0,0,183,3/22/2016,3/23/2016,158,66000,Developer joke mug - when your hammer is C++ (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
215773,112897,0,0,193,3/31/2016,4/1/2016,171,66638,DBA joke mug - SELECT caffeine FROM mug (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
217988,112167,0,0,198,4/12/2016,4/13/2016,172,67334,DBA joke mug - it depends (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
219548,72125,0,0,202,4/19/2016,4/20/2016,170,67824,DBA joke mug - daaaaaa-ta (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
219549,72125,0,0,190,4/19/2016,4/20/2016,170,67824,Developer joke mug - Oct 31 = Dec 25 (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
221743,107623,0,0,195,4/29/2016,4/30/2016,19,68515,DBA joke mug - I will get you in order (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
222409,108294,0,0,185,5/4/2016,5/5/2016,170,68717,Developer joke mug - fun was unexpected at this time (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
226055,112229,0,0,179,5/20/2016,5/21/2016,158,69824,"Developer joke mug - (hip, hip, array) (Black)",Each,7,13,15,91,13.65,59.5,104.65,7,0,11
199593,112381,0,0,196,1/5/2016,1/6/2016,155,61563,DBA joke mug - I will get you in order (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
202182,72646,0,0,193,1/16/2016,1/17/2016,155,62364,DBA joke mug - SELECT caffeine FROM mug (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
207397,112081,0,0,184,2/17/2016,2/18/2016,19,64019,Developer joke mug - when your hammer is C++ (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
208646,72125,0,0,189,2/24/2016,2/25/2016,150,64416,Developer joke mug - Oct 31 = Dec 25 (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
210810,66176,0,0,165,3/3/2016,3/4/2016,152,65098,IT joke mug - that behavior is by design (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
210987,112381,0,0,183,3/4/2016,3/5/2016,161,65158,Developer joke mug - when your hammer is C++ (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
212649,112897,0,0,170,3/16/2016,3/17/2016,143,65680,Developer joke mug - old C developers never die (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
214200,112167,0,0,202,3/23/2016,3/24/2016,170,66151,DBA joke mug - daaaaaa-ta (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
215366,112063,0,0,171,3/29/2016,3/30/2016,170,66511,Developer joke mug - this code was generated by a tool (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
215369,112063,0,0,178,3/29/2016,3/30/2016,170,66511,Developer joke mug - understanding recursion requires understanding recursion (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
215474,108294,0,0,172,3/30/2016,3/31/2016,165,66549,Developer joke mug - this code was generated by a tool (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
215970,112081,0,0,193,3/31/2016,4/1/2016,168,66699,DBA joke mug - SELECT caffeine FROM mug (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
217661,72709,0,0,169,4/11/2016,4/12/2016,165,67233,Developer joke mug - old C developers never die (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
217896,108137,0,0,177,4/12/2016,4/13/2016,165,67309,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
217984,112167,0,0,186,4/12/2016,4/13/2016,172,67334,Developer joke mug - fun was unexpected at this time (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
219876,112167,0,0,183,4/21/2016,4/22/2016,163,67935,Developer joke mug - when your hammer is C++ (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
221205,112229,0,0,185,4/28/2016,4/29/2016,171,68351,Developer joke mug - fun was unexpected at this time (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
222528,72894,0,0,166,5/4/2016,5/5/2016,161,68750,IT joke mug - that behavior is by design (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
224297,72761,0,0,196,5/12/2016,5/13/2016,174,69299,DBA joke mug - I will get you in order (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
224871,72709,0,0,204,5/14/2016,5/15/2016,165,69465,DBA joke mug - mind if I join you? (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
225397,112394,0,0,175,5/18/2016,5/19/2016,174,69627,Developer joke mug - there are 10 types of people in the world (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
225577,108294,0,0,179,5/18/2016,5/19/2016,19,69682,"Developer joke mug - (hip, hip, array) (Black)",Each,6,13,15,78,11.7,51,89.7,6,0,11
226911,115533,0,0,167,5/25/2016,5/26/2016,170,70094,IT joke mug - keyboard not found … press F1 to continue (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
